,video_id,title,publishedate,channel_name,Thumbnails_url,tags,views,likes,dislikes,comments
0,SaF-hAQA99Y,wannabe,2007-03-03 22:32:48+00:00,Ariana Grande,https://i.ytimg.com/vi/SaF-hAQA99Y/mqdefault.jpg,  wannabe    spice    girls    osnapitzari    lol  ,12425873,1445942,10724,102426
1,RQTgJRwMdKQ,ariana grande - god is a woman (lyric video),2018-07-13 03:59:59+00:00,Ariana Grande,https://i.ytimg.com/vi/RQTgJRwMdKQ/mqdefault.jpg,  ariana grande    god is a woman    lyric video    sweetener  ,138178251,1476964,63084,86918
2,5OeR5XBEahU,ariana grande - thank u  next (audio),2018-11-04 03:00:08+00:00,Ariana Grande,https://i.ytimg.com/vi/5OeR5XBEahU/mqdefault.jpg,  ariana grande    thank u next  ,164551569,1729135,49989,79670
3,t0pryRrJvfI,ariana grande and victoria mon t - monopoly,2019-04-01 20:58:47+00:00,Ariana Grande,https://i.ytimg.com/vi/t0pryRrJvfI/mqdefault.jpg,  ariana grande    victoria monet    monopoly  ,50594341,1386774,74261,65838
4,7_rftpd0u0U,ariana grande - imagine (lyric video),2018-12-14 05:00:07+00:00,Ariana Grande,https://i.ytimg.com/vi/7_rftpd0u0U/mqdefault.jpg,  ariana grande    imagine    lyric video    thank u next  ,68751856,1092624,27184,57108
5,bCdETAW4-N4,makeup tutorial by ariana grande (i don t know how to do make up),2012-10-28 02:42:35+00:00,Ariana Grande,https://i.ytimg.com/vi/bCdETAW4-N4/mqdefault.jpg,  ariana    grande    make    up    makeup    tutorial    dont    know    how    to    do    osnapitzari    cat    valentine    love    you    if    youre    reading    these    tags    hi  ,25190043,534588,17215,56419
6,UjzENV7rhhI,emotions - ariana grande (mariah carey cover),2012-09-07 04:30:31+00:00,Ariana Grande,https://i.ytimg.com/vi/UjzENV7rhhI/mqdefault.jpg,  ariana    grande    emotions    cover    mariah    carey    cat    valentine    nickelodeon    tiny    elephants    love  ,39274714,676055,10384,50879
7,QTPW_cIYp9o,ariana grande - breathin,2018-10-10 23:31:05+00:00,Ariana Grande,https://i.ytimg.com/vi/QTPW_cIYp9o/mqdefault.jpg,  ariana grande    breathin    sweetener    piggy smallz  ,7138450,457202,15386,39306
8,1BYr1br2Ee4,ariana grande - breathin (audio),2018-08-24 04:00:10+00:00,Ariana Grande,https://i.ytimg.com/vi/1BYr1br2Ee4/mqdefault.jpg,  ariana grande    sweetener    breathin    audio  ,121276465,967467,20924,36894
9,wtGM6tMOVBw,a fun little video we made   ,2009-10-24 00:36:47+00:00,Ariana Grande,https://i.ytimg.com/vi/wtGM6tMOVBw/mqdefault.jpg,  ariana    grande    matt    bennett    leon    thomas    avan    jogia    liz    gillies    victorious    nickelodeon    osnapitzari    danwarp    lol    smiles    love  ,6481991,415017,1632,25433
10,QEwwhklDbVo,ariana grande at 8 years old singing national anthem,2011-06-08 17:33:47+00:00,Ariana Grande,https://i.ytimg.com/vi/QEwwhklDbVo/mqdefault.jpg,  ariana    grande    cat    on    victorious    nickelodeon    danwarp    at    eight    years    old    singing    national    anthem    the    florida    panthers    hockey    game    osnapitzari  ,9250861,279555,3669,22595
11,gLU3Ad2zuSQ,thank u  next - video (behind the scenes sneak peek),2018-11-29 19:19:54+00:00,Ariana Grande,https://i.ytimg.com/vi/gLU3Ad2zuSQ/mqdefault.jpg,  ariana grande    thank u next    bts    behind the scenes    sneak peek  ,7734582,493654,3137,21996
12,XBqV23kifcg,reflection - ariana grande (fetus grande at 11 years old lolll),2012-05-26 20:45:01+00:00,Ariana Grande,https://i.ytimg.com/vi/XBqV23kifcg/mqdefault.jpg,  ariana    fetus    grande    11    years    old    reflection    mulan    osnapitzari    love    you    hi    tiny    teeny    puny    baby    elephantssss  ,3917398,239768,1189,20831
13,ewnhncpo64o,ariana grande - die in your arms cover (justin bieber),2012-07-27 03:01:26+00:00,Ariana Grande,https://i.ytimg.com/vi/ewnhncpo64o/mqdefault.jpg,  ariana    grande    die    in    your    arms    cover    justin    bieber    peter    stengaard    jones    crow    cat    victorious    nickelodeon  ,13926405,252392,3226,20779
14,M_pWGK2EX8E,ariana grande -  thank u  next (the fragrance),2019-09-19 16:01:50+00:00,Ariana Grande,https://i.ytimg.com/vi/M_pWGK2EX8E/mqdefault.jpg,  ariana grande    thank u next    fragrance    ulta beauty  ,15582806,862994,15616,20475
15,H5KCHzVnyFQ,ariana grande - r.e.m. fragrance commercial (official video),2020-11-12 22:59:40+00:00,Ariana Grande,https://i.ytimg.com/vi/H5KCHzVnyFQ/mqdefault.jpg,  ariana grande    rem    r.e.m.    fragrance    commercial    ulta    beauty  ,3494085,419861,3408,20441
16,T4FAg5A4wQk,ariana grande - no tears left to cry (bts - part 1),2018-04-23 20:14:16+00:00,Ariana Grande,https://i.ytimg.com/vi/T4FAg5A4wQk/mqdefault.jpg,  ariana grande    ntltc    no tears left to cry    bts    behind the scenes    part one  ,8563233,359155,3888,18315
17,YxqS63HwZak,verrry very next to normal   ,2009-08-11 17:25:10+00:00,Ariana Grande,https://i.ytimg.com/vi/YxqS63HwZak/mqdefault.jpg,  next    to    normal    broadway    show    liz    gillies    and    ariana    grande    thirteen    the    musical    jason    robert    brown    yay    haha    funny    peace    love    osnapitzari  ,5008063,306527,1747,17855
18,djpz4OdGuJ4,studio footage   positions  outro - ariana grande,2021-03-24 22:00:00+00:00,Ariana Grande,https://i.ytimg.com/vi/djpz4OdGuJ4/mqdefault.jpg,  ariana grande    positions    studio footage  ,1711821,260052,876,17700
19,ll4PiBEWFvI,dangerous woman diaries ep1 - the light is coming,2018-11-29 17:00:08+00:00,Ariana Grande,https://i.ytimg.com/vi/ll4PiBEWFvI/mqdefault.jpg,  ariana grande    ariana    arianna    arriana arrianna    ariane    grande    grand    grade    dangerous    women    wimen    diarys    diary    dairy    one love    ariana tour    ariana live    ariana performance    sweetener    sweetenar    sweatner    sweetner  ,19807406,393261,32031,16141
20,prvDemxqJIY,ariana grande - thank u  next (trailer),2018-11-27 22:28:20+00:00,Ariana Grande,https://i.ytimg.com/vi/prvDemxqJIY/mqdefault.jpg,  ariana grande    thank u next    trailer  ,4040538,302087,3926,15805
21,MWo0Tiaryu4,ariana grande - positions (behind the scenes),2020-10-26 16:07:39+00:00,Ariana Grande,https://i.ytimg.com/vi/MWo0Tiaryu4/mqdefault.jpg,  arianagrande    ag    positions    positions music video    ariana grande positions    alfredo flores    behind the scenes    bts    ari bts    ariana bts    ariana grande bts    positions bts ariana    positions bts    positions behind the scenes  ,2566686,281067,1540,15544
22,jlzuWx8wwdM,ariana grande - 7 rings (behind the scenes),2019-02-06 06:25:33+00:00,Ariana Grande,https://i.ytimg.com/vi/jlzuWx8wwdM/mqdefault.jpg,  ariana grande    7 rings    bts    behind the scenes  ,7590031,359738,4078,13144
23,GFcqCU36NQ4,ariana grande - 7 rings remix (feat 2 chainz),2019-02-01 05:02:56+00:00,Ariana Grande,https://i.ytimg.com/vi/GFcqCU36NQ4/mqdefault.jpg,  ariana grande    7 rings    remix    2 chainz  ,6494773,253411,12588,13022
24,toIjc7ywxc8,shoes,2007-01-23 02:48:19+00:00,Ariana Grande,https://i.ytimg.com/vi/toIjc7ywxc8/mqdefault.jpg,  shoes    ariana    osnapitzari  ,2167800,134095,1593,12768
25,R-WlE-DkwbI,ariana grande - god is a woman (behind the scenes),2018-07-23 23:13:32+00:00,Ariana Grande,https://i.ytimg.com/vi/R-WlE-DkwbI/mqdefault.jpg,  god is a woman    bts    sweetener    ariana grande  ,4438695,271365,4120,12393
26,hHsavBv3C2c,old school videos - ariana grande,2012-03-22 01:33:11+00:00,Ariana Grande,https://i.ytimg.com/vi/hHsavBv3C2c/mqdefault.jpg,  ariana    grande    week    in    videos    old    middle    school    cat    valentine    osnapitzari    love  ,5346934,200781,1570,12258
27,uWrSPUYFBfE,ariana grande  normani  nicki minaj - bad to you (charlie s angels soundtrack)(official lyric video),2019-11-01 04:00:06+00:00,Ariana Grande,https://i.ytimg.com/vi/uWrSPUYFBfE/mqdefault.jpg,  ariana grande    normani    nicki minaj    bad to you    charlies angels    soundtrack  ,9487703,315304,7913,11458
28,LdeIHC2EGCE,ariana grande - thank u  next (clean),2018-11-27 22:54:57+00:00,Ariana Grande,https://i.ytimg.com/vi/LdeIHC2EGCE/mqdefault.jpg,  ariana grande    thank u next    audio    clean  ,11668609,160223,2767,11440
29,eTqyt2rqNtg,ariana grande - thank u  next (behind the scenes - part 1),2018-12-02 19:16:14+00:00,Ariana Grande,https://i.ytimg.com/vi/eTqyt2rqNtg/mqdefault.jpg,  ariana grande    ariana grande behind the scenes    ariana grande thank u next bts    thank you next behind the scenes    thank u next bts    ariana grande bts  ,5045786,291510,2201,11139
30,2O3AOhEufyo,ariana grande ft mac miller  the way  official lyric video,2013-03-26 17:27:10+00:00,Ariana Grande,https://i.ytimg.com/vi/2O3AOhEufyo/mqdefault.jpg,  ariana grande  musical artist     ariana grande    mac miller    the way    lyric video  ,9677676,75510,1092,11005
31,4QkbfSPPUX0,ariana grande - baby i,2013-07-22 15:43:28+00:00,Ariana Grande,https://i.ytimg.com/vi/4QkbfSPPUX0/mqdefault.jpg,  ariana grande    ariana    grande    baby i    baby    yours truly    yours    truly    new    song    2013    stream    full  ,7394707,72655,1498,10541
32,nE4ad_t35yw,ariana grande - thank u  next (bloopers   deleted scene),2019-01-04 05:00:01+00:00,Ariana Grande,https://i.ytimg.com/vi/nE4ad_t35yw/mqdefault.jpg,  ariana grande    thank u next    bloopers    deleted scene  ,4283188,273069,3673,10341
33,eoVQMQlaxvU,ariana grande - break up with your girlfriend  i m bored (behind the scenes),2019-02-12 19:16:09+00:00,Ariana Grande,https://i.ytimg.com/vi/eoVQMQlaxvU/mqdefault.jpg,  ariana grande    break up with your girlfriend im bored    bts    behind the scenes  ,4265630,241285,3401,10102
34,nA862JDEoKs,ariana grande   social house - boyfriend (audio),2019-08-02 04:06:04+00:00,Ariana Grande,https://i.ytimg.com/vi/nA862JDEoKs/mqdefault.jpg,  ariana grande    social house    boyfriend    audio  ,19409635,302429,3259,9784
35,2Ek3WMM7I-0,ariana grande - break free feat. zedd (audio),2014-07-03 03:08:07+00:00,Ariana Grande,https://i.ytimg.com/vi/2Ek3WMM7I-0/mqdefault.jpg,  ariana grande  celebrity     zedd  musical artist     breakfree    break    free  ,30027159,189368,4160,9533
36,s0BIYOuY-Mw,chubby bunny challenge - jennette and ariana,2012-10-09 06:59:13+00:00,Ariana Grande,https://i.ytimg.com/vi/s0BIYOuY-Mw/mqdefault.jpg,  chubby    bunny    challenge    jennette    mccurdy    and    ariana    grande    sam    cat    nickelodeon    osnapitzari  ,4099936,172187,1511,9195
37,Kr0w6PuIn_k,school project  dolphins,2007-04-15 05:09:45+00:00,Ariana Grande,https://i.ytimg.com/vi/Kr0w6PuIn_k/mqdefault.jpg,  school    project    dolphins    lol    funny    osnapitzari  ,1657896,91783,492,7839
38,vkxbLygu9nI,ariana grande - 7 rings remix (feat 2 chainz)(clean),2019-02-01 05:02:57+00:00,Ariana Grande,https://i.ytimg.com/vi/vkxbLygu9nI/mqdefault.jpg,  ariana grande    7 rings    remix    2 chainz    clean  ,1846460,103043,2362,7386
39,iV6HZv8jiRI,ariana grande  miley cyrus  lana del rey - don t call me angel (charlie s angels) bts ,2019-09-19 17:00:11+00:00,Ariana Grande,https://i.ytimg.com/vi/iV6HZv8jiRI/mqdefault.jpg,  ariana grande    miley cyrus    lana del rey    don t call me angel    charlies angels    bts    behind the scenes  ,3907311,202789,3163,6578
40,eNSxmqCza6Y,sweet like candy (official fragrance commercial),2016-11-18 00:23:48+00:00,Ariana Grande,https://i.ytimg.com/vi/eNSxmqCza6Y/mqdefault.jpg,  ariana grande    sweet like candy    perfume  ,5757027,230608,2783,6281
41,gwA02f1SmRs,ariana grande - lollapalooza (recap),2019-08-07 20:51:52+00:00,Ariana Grande,https://i.ytimg.com/vi/gwA02f1SmRs/mqdefault.jpg,  ariana grande    lollapalooza    2019    lolla    airpalooza  ,2286372,176579,1280,6147
42,_TAAICRcgac,ariana grande  dangerous woman diaries - official trailer,2018-11-28 17:00:07+00:00,Ariana Grande,https://i.ytimg.com/vi/_TAAICRcgac/mqdefault.jpg,  ariana grande    ariana    arianna    arriana arrianna    ariane    grande    grand    grade    dangerous    women    wimen    diarys    diary    dairy    one love    ariana tour    ariana live    ariana performance    sweetener    sweetenar    sweatner    sweetner  ,13084899,150743,5729,5987
43,adUEoX6dXlc,ariana grande   social house - boyfriend (behind the scenes),2019-08-05 19:58:24+00:00,Ariana Grande,https://i.ytimg.com/vi/adUEoX6dXlc/mqdefault.jpg,  ariana grande    social house    boyfriend    bts    behind the scenes  ,3515717,182625,2000,5818
44,m0RMeRET-zQ,ariana grande - god is a woman (swt live),2019-12-23 07:01:18+00:00,Ariana Grande,https://i.ytimg.com/vi/m0RMeRET-zQ/mqdefault.jpg,  ariana grande    god is a woman    swt live    k bye for now    sweetener tour  ,3096684,103406,1365,5726
45,LBKoSOPUMFE,its not unusual,2007-02-03 02:48:54+00:00,Ariana Grande,https://i.ytimg.com/vi/LBKoSOPUMFE/mqdefault.jpg,  its    not    unusual    tom    jones    lol    osnapitzari    bff  ,948768,70099,391,5391
46,EEfqr4bbOAw,ariana grande   victoria mon t - got her own (charlie s angels soundtrack)(official audio),2019-11-01 04:00:06+00:00,Ariana Grande,https://i.ytimg.com/vi/EEfqr4bbOAw/mqdefault.jpg,  got her own    charlies angels    ariana grande    victoria monet  ,3073019,117799,1021,5214
47,o38V48OpPaU,ariana grande - thank u  next (behind the scenes - part 3),2018-12-11 17:35:23+00:00,Ariana Grande,https://i.ytimg.com/vi/o38V48OpPaU/mqdefault.jpg,  ariana grande    thank u next    bts    behind the scenes    part 3  ,3958912,151062,1537,5159
48,X-KWs_bT-Js,ariana grande   social house - boyfriend (lyric video),2019-08-02 14:01:52+00:00,Ariana Grande,https://i.ytimg.com/vi/X-KWs_bT-Js/mqdefault.jpg,  ariana grande    social house    boyfriend    lyric video  ,2497422,157366,1369,5094
49,6R30CVohvdY,ariana grande - god is a woman (behind the scenes coming soon),2018-07-19 21:45:06+00:00,Ariana Grande,https://i.ytimg.com/vi/6R30CVohvdY/mqdefault.jpg,  god is a woman    ariana grande    sweetener  ,1492297,119959,2123,5087
50,AofGquXf9Jo,mean girls,2007-06-07 05:25:34+00:00,Ariana Grande,https://i.ytimg.com/vi/AofGquXf9Jo/mqdefault.jpg,  mean    girls    lol    funny    osnapitzari  ,1354654,81676,439,4927
51,miTE5Qvt7Pw,ariana grande - how i look on you (charlie s angels soundtrack)(official audio),2019-11-01 04:00:06+00:00,Ariana Grande,https://i.ytimg.com/vi/miTE5Qvt7Pw/mqdefault.jpg,  how i look on you    charlies angels    ariana grande  ,4948695,126103,1052,4848
52,f6EEWADrPNo,ariana grande   social house - boyfriend (behind the scenes montage),2019-08-03 19:53:40+00:00,Ariana Grande,https://i.ytimg.com/vi/f6EEWADrPNo/mqdefault.jpg,  ariana grande    social house    boyfriend    bts    montage  ,1296930,109493,1001,4789
53,E3ZPSNZ8zdc,higher - ariana grande,2008-10-22 19:51:42+00:00,Ariana Grande,https://i.ytimg.com/vi/E3ZPSNZ8zdc/mqdefault.jpg,  ariana    ari    joan    grande    higher    music    13    the    musical    charlotte    broadway    osnapitzari  ,2023786,51159,344,4691
54,YQTATmS3_NQ,ariana grande - thank u  next (behind the scenes - part 2),2018-12-07 19:46:08+00:00,Ariana Grande,https://i.ytimg.com/vi/YQTATmS3_NQ/mqdefault.jpg,  ariana grande    thank u next    behind the scenes    part 2    bts  ,2520223,136014,968,4641
55,OervLMQvGx4, chestnuts   merry christmas  love  ari and liz,2011-12-24 00:55:29+00:00,Ariana Grande,https://i.ytimg.com/vi/OervLMQvGx4/mqdefault.jpg,  the    christmas    song    chesnuts    ariana    grande    liz    gillies    cat    and    jade    victorious    nickelodeon    osnapitzari    love    best    friends    forever    cuties    xoxoxo    yayayaya  ,2143155,47292,334,4246
56,ZhmHn_ewp94,i got a tattooed heart  - ariana grande,2012-04-21 22:25:48+00:00,Ariana Grande,https://i.ytimg.com/vi/ZhmHn_ewp94/mqdefault.jpg,  ariana    grande    got    tattoo    osnapitzari    tattooed    heart    studio    lmfao    matt    squire  ,2005558,40900,580,3992
57,yymDpUH32jM,ariana grande - gimme some lovin (the spencer davis group cover),2012-08-18 21:00:39+00:00,Ariana Grande,https://i.ytimg.com/vi/yymDpUH32jM/mqdefault.jpg,  ariana    grande    spencer    davis    group    gimme    some    lovin    cover    jones    crow    peter    stengaard    cat    valentine    sam    and    victorious    nickelodeon    tiny    elephants    forever    love    you    yay  ,1731681,44119,644,3990
58,u8SoTkp52mQ,born this way   express yourself - ariana grande (music video),2011-02-28 05:17:07+00:00,Ariana Grande,https://i.ytimg.com/vi/u8SoTkp52mQ/mqdefault.jpg,  born    this    way    express    yourself    mash    up    cover    lady    gaga    madonna    music    video    official    ariana    grande    cat    on    victorious    nickelodeon    singing    broadway    danwarp    osnapitzari    yayayay  ,2388831,38467,674,3636
59,FjdktjP7LmA,ariana grande - raindrops (an angel cried) (swt live),2019-12-23 07:01:18+00:00,Ariana Grande,https://i.ytimg.com/vi/FjdktjP7LmA/mqdefault.jpg,  ariana grande    raindrops    an angel cried    k bye for now    swt live    sweetener tour  ,1759777,69623,895,3402
60,4rs1ZihNoVg,ariana grande singing the way on z100 live,2013-05-06 22:42:32+00:00,Ariana Grande,https://i.ytimg.com/vi/4rs1ZihNoVg/mqdefault.jpg,  ariana    grande    singing    the    way    live    z100    osnapitzari    mac    miller  ,885644,39297,262,3299
61,JyiCs_45jWo,the way - ariana grande feat. mac miller 20 second teaser march 26th.,2013-03-21 23:50:42+00:00,Ariana Grande,https://i.ytimg.com/vi/JyiCs_45jWo/mqdefault.jpg,  ariana grande    the way    mac miller  ,1847803,21895,522,3263
62,jSl4pu_w7SI,ariana grande - baby i (official lyric video),2013-07-29 15:48:56+00:00,Ariana Grande,https://i.ytimg.com/vi/jSl4pu_w7SI/mqdefault.jpg,  ariana grande    ariana    grande    baby i    yours truly    lyrics    lyric video    official    baby    music    music video    full    song  ,1469112,27071,468,3190
63,hFchgev8mjc,ariana grande - break free (lyric video) feat. zedd,2014-07-07 16:01:27+00:00,Ariana Grande,https://i.ytimg.com/vi/hFchgev8mjc/mqdefault.jpg,  ariana grande  celebrity     zedd  musical artist     lyrics    breakfree  ,4389119,38316,1260,3042
64,nBCP89PM97M,ariana grande and mac miller perform the way live on jimmy fallon,2013-06-17 23:02:30+00:00,Ariana Grande,https://i.ytimg.com/vi/nBCP89PM97M/mqdefault.jpg,  ariana grande  musical artist     mac miller  musical artist     live    performance    way    concert  tv genre   ,994146,24208,337,2859
65,8gsQ4KKGj-I,ariana grande   chaka khan - nobody (charlie s angels soundtrack)(official audio),2019-11-01 04:00:06+00:00,Ariana Grande,https://i.ytimg.com/vi/8gsQ4KKGj-I/mqdefault.jpg,  nobody    charlies angels    ariana grande    chaka khan  ,1373934,68278,817,2684
66,5QPp0ADPW54,ariana grande - dangerous woman (swt live),2019-12-23 07:02:38+00:00,Ariana Grande,https://i.ytimg.com/vi/5QPp0ADPW54/mqdefault.jpg,  ariana grande    swt live    sweetener tour    k bye for now    dangerous woman  ,4086177,97688,1751,2637
67,3BXyMy2AGdI,the way - ariana grande feat. mac miller (first teaser) march 26th,2013-03-16 17:34:57+00:00,Ariana Grande,https://i.ytimg.com/vi/3BXyMy2AGdI/mqdefault.jpg,  ariana grande    the way    mac miller    daydreamin  ,1328590,21414,309,2626
68,aqtSOksH-NE,abyss by jin,2020-12-03 13:00:01+00:00,BANGTANTV,https://i.ytimg.com/vi/aqtSOksH-NE/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,21593515,2950189,5942,542409
69,qvu4nPMyl3U,bts (     )  savage love  (laxed   siren beat)  bts remix  lyric video,2020-10-02 04:00:02+00:00,BANGTANTV,https://i.ytimg.com/vi/qvu4nPMyl3U/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin               jungkook         jin  ,150813297,5924633,73606,431716
70,7UWBYJjuIL0, 2020 festa  bts (     )  we are bulletproof   the eternal  mv  2020btsfesta,2020-06-11 15:00:01+00:00,BANGTANTV,https://i.ytimg.com/vi/7UWBYJjuIL0/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin               jungkook         jin  ,73550629,5602307,33338,415682
71,pk7ESz6vtyA,winter bear by v,2019-08-09 15:00:04+00:00,BANGTANTV,https://i.ytimg.com/vi/pk7ESz6vtyA/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin               jungkook         jin  ,72599053,4919518,22598,340730
72,OZD_EU_hMUQ,blue side by j-hope,2021-03-01 15:01:04+00:00,BANGTANTV,https://i.ytimg.com/vi/OZD_EU_hMUQ/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,11668768,2185898,3093,289497
73,LDPSNwJPnGY,christmas love by jimin,2020-12-24 03:00:01+00:00,BANGTANTV,https://i.ytimg.com/vi/LDPSNwJPnGY/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,31778652,2506373,8019,231921
74,uxzxFPvUJAM, 2020 festa  bts (     )  airplane pt.2  (summer ver.)   2018 summer package in saipan,2020-05-31 15:00:01+00:00,BANGTANTV,https://i.ytimg.com/vi/uxzxFPvUJAM/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin               jungkook         jin  ,55127792,3998561,35855,213505
75,T7lhGz6Bfik,bts (     )  butter    billboard music awards,2021-05-24 03:30:04+00:00,BANGTANTV,https://i.ytimg.com/vi/T7lhGz6Bfik/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,36360514,4005942,30611,201307
76,2nY0spA5UL4,snow flower (feat. peakboy) by v,2020-12-24 15:00:03+00:00,BANGTANTV,https://i.ytimg.com/vi/2nY0spA5UL4/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,31329818,2506467,7140,197049
77,K7BMF0ozFS0, tinytan   animation  - dream on,2021-01-15 14:57:12+00:00,BANGTANTV,https://i.ytimg.com/vi/K7BMF0ozFS0/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,39386822,3504689,35571,187095
78,j6zWwAoEi_w,i d do it all   bts  burn the stage ep1,2018-03-28 15:00:15+00:00,BANGTANTV,https://i.ytimg.com/vi/j6zWwAoEi_w/mqdefault.jpg,                                                                                                                                                                                                                                                                                       bts    k-pop    music    suga    rm    rap monster    jimin    jin    jungkook    j-hope    bangtan tv    bangtan    music documentary    documentary    concert    wings tour    world tour    youtube    youtube red    youtube red originals    original series    youtube red series    youtube original series    dream    growth    passion    artist    musician  ,240822821,3650751,370503,165873
79,ujf3iJoWgrM, choreography  bts (     )  butter  dance practice,2021-05-25 12:00:15+00:00,BANGTANTV,https://i.ytimg.com/vi/ujf3iJoWgrM/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,28439304,3420461,17508,148924
80,XrTNLkqGrlc,g.c.f in tokyo (     ),2017-11-08 13:00:13+00:00,BANGTANTV,https://i.ytimg.com/vi/XrTNLkqGrlc/mqdefault.jpg,           bts    bangtan    hiphop            rapmonster          suga           jhope          jimin               jungkook         jin  ,26932800,2108053,5155,136566
81,ikgefER2O08,bts (     )  dynamite    music on a mission   musicares,2021-03-13 02:25:26+00:00,BANGTANTV,https://i.ytimg.com/vi/ikgefER2O08/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,19182427,2380423,16041,134528
82,kBVQ1s_REzI, 2020 festa  bts (     )  map of the song   7   2020btsfesta,2020-06-10 15:00:01+00:00,BANGTANTV,https://i.ytimg.com/vi/kBVQ1s_REzI/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin               jungkook         jin  ,12500706,1997738,4036,133352
83,RbctNBlXBJc, festa 2017  bts (     ) jimin  jk  we don t talk anymore ,2017-06-02 15:00:14+00:00,BANGTANTV,https://i.ytimg.com/vi/RbctNBlXBJc/mqdefault.jpg,           bts    bangtan    hiphop            rapmonster          suga           jhope          jimin               jungkook         jin  ,25691723,1598546,6716,119981
84,y8pTFwksO7s,bts (     ) sing  dynamite  with me (holiday remix),2020-12-11 05:00:03+00:00,BANGTANTV,https://i.ytimg.com/vi/y8pTFwksO7s/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin    dynamite              dynamite holiday                 ,16984383,2265630,13527,118805
85,N5MQ3LY3twA, be-log  v l       flytomyroom,2021-03-02 11:00:03+00:00,BANGTANTV,https://i.ytimg.com/vi/N5MQ3LY3twA/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,10299305,1918073,4562,115225
86,338s4Ex3MC4,bts (     ) sing  dynamite  with me (feat. big hit labels),2020-11-16 22:00:00+00:00,BANGTANTV,https://i.ytimg.com/vi/338s4Ex3MC4/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,11557983,2062376,18765,114725
87,_K2v-MmAj7E, tinytan   clip  - dynamite,2021-04-13 09:13:02+00:00,BANGTANTV,https://i.ytimg.com/vi/_K2v-MmAj7E/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,30673460,2675852,30297,112809
88,NgTwJQ2CUqI,g.c.f in helsinki,2019-12-27 15:36:54+00:00,BANGTANTV,https://i.ytimg.com/vi/NgTwJQ2CUqI/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin               jungkook         jin  ,11410436,1728645,6430,112212
89,tc5opTEden8,bts (     ) sing  dynamite  with me - jin,2020-08-25 22:00:01+00:00,BANGTANTV,https://i.ytimg.com/vi/tc5opTEden8/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin               jungkook         jin  ,5434252,1408964,3874,103720
90,DbXMjAYSa68,bts (     )  butter  special performance video,2021-05-30 10:00:01+00:00,BANGTANTV,https://i.ytimg.com/vi/DbXMjAYSa68/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,8091927,2192128,2997,96795
91,k-0v1fNVdas,bts (     ) intro  persona      (boy in luv)              (boy with luv)         dionysus   2019 mma,2019-12-01 05:30:04+00:00,BANGTANTV,https://i.ytimg.com/vi/k-0v1fNVdas/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin               jungkook         jin  ,37185672,2008494,12027,95648
92,G63Dsch0sEM, choreography  bts (     ) rehearsal stage cam  dionysus    sy in seoul  2020btsfesta,2020-06-02 15:00:10+00:00,BANGTANTV,https://i.ytimg.com/vi/G63Dsch0sEM/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin               jungkook         jin  ,6499323,1324596,4739,94798
93,ZmxW5QD7cvM,bts (     )  life goes on  (video call ver.) - jung kook,2021-02-20 11:00:03+00:00,BANGTANTV,https://i.ytimg.com/vi/ZmxW5QD7cvM/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,7613903,1499139,5070,94766
94,YW7JVCiDgJk,bts (     )  dynamite    fns music festival,2020-12-02 14:29:58+00:00,BANGTANTV,https://i.ytimg.com/vi/YW7JVCiDgJk/mqdefault.jpg,           bts    bangtan    hiphop          rm          suga           jhope          jimin          jungkook    jin  ,44707597,1890806,17923,94209
